ID,NAME,ORGRANIZATION AND PROGRAM NAME,ADDRESS,BOROUGH,ZIP,DISPLAY PHYSICAL ADDRESS,PHONE,FAX,TTY,WEBSITE,HOTLINE PHONE,HOTLINE HOURS,HOTLINE HOURS (OTHER),PROGRAM HOURS,PROGRAM HOURS (OTHER),BOROUGHS SERVED,LANGUAGE INTERPRETATION SVCS,LANGUAGE SVCS,LANGUAGE (OTHER),WHEELCHAIR ACCESS,FEE SVC,SPECIALIZED SVCS,OTHER SPECIALIZED SVCS,SVCS PROVIDED,OTHER SVCS PROVIDED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
2f29c85d-21cf-4ff1-a5e4-3efb8f7f9aa2,Safe Horizon - Manhattan Family Court,Safe Horizon - Manhattan Family Court,"60 Lafayette Street, 4 Floor",Manhattan,10013,Yes,1-212-577-1270,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/family-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Manhattan,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.71646,-74.002327,1,1,31,1001842,1001710031,SoHo-TriBeCa-Civic Center-Little Italy
a417e988-d3cb-4480-a9b2-ff72add3834d,Safe Horizon - Manhattan Child Advocacy Center,Safe Horizon - Manhattan Child Advocacy Center,"1753 Park Avenue, 2 Floor",Manhattan,10035,Yes,1-646-695-6110,,1-806-604-5350,https://www.safehorizon.org/child-advocacy-center/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:00 AM - 9:00 PM,Manhattan,Yes,English;Russian;Spanish;Other,German; Georgian; Hebrew; Conversational Korean,Yes,No,Other,Child Survivors of Physical Abuse; Child Survivors of Sexual Abuse,Community Education;Crisis Counseling;Other,"Referrals only from Administration for Children Services, the District Attorney's Office, and New York City Police Department. No self-referrals.",40.802929,-73.940568,11,9,196,1087919,1017700071,East Harlem North
605c050d-9fce-4eed-9c87-1e86e2109223,Safe Horizon - Jane Barker Brooklyn Child Advocacy Center,Safe Horizon - Jane Barker Brooklyn Child Advocacy Center,"320 Schermerhorn Street, 1 Floor",Brooklyn,11217,Yes,1-718-330-5400,,1-806-604-5350,https://www.safehorizon.org/child-advocacy-center/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:00 AM - 10:00 PM; Sat - Sun: 10:00 AM - 6:00 PM,Brooklyn,Yes,English;Russian;Spanish;Other,Cantonese; French Creole; Mandarin; Pelegue; Yiddish,Yes,No,Other,Child Survivors of Physical Abuse; Child Survivors of Sexual Abuse,Community Education;Crisis Counseling;Other,"Referrals only from Administration for Children Services, the District Attorney's Office, and New York City Police Department. No self-referrals.",40.687227,-73.981535,2,33,39,3000573,3001730001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
87013f4f-9dbe-4737-b95c-fa19c7cf696f,Safe Horizon - Immigration Law Project,Safe Horizon - Immigration Law Project,"50 Court Street, Room 800",Brooklyn,11201,Yes,1-718-943-8632,,1-806-604-5350,https://www.safehorizon.org/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:30 AM - 5:30 PM,Brooklyn;Bronx;Manhattan;Queens;Staten Island,Yes,English;Spanish,,Yes,No,Immigrants;Other,Immigrant Survivors of Crime or Abuse,Civil Legal Services;Immigration Legal Services;Community Education,,40.692314,-73.9911,2,33,9,3002549,3002650043,Brooklyn Heights-Cobble Hill
020bfc50-0b5f-4777-9e6d-4e6ead60a446,Safe Horizon - Brooklyn Supervised Visitation Program,Safe Horizon - Brooklyn Supervised Visitation Program,330 Jay Street,Brooklyn,11201,Yes,1-718-834-7440,,1-806-604-5350,https://www.safehorizon.org/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Other,Court Referred Supervised Visits,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Emergency Assistance/Transportation;Other,Supervised visits and exchanges,40.694495,-73.987198,2,33,11,3347736,3001407502,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
25754585-410c-4efa-906a-f6ed704e2b07,Safe Horizon - Brooklyn Family Court,Safe Horizon - Brooklyn Family Court,"330 Jay Street, 12 Floor",Brooklyn,11201,Yes,1-718-834-7440,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/family-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.694495,-73.987198,2,33,11,3347736,3001407502,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
944ed2aa-1cdc-469c-84bd-b4334a8425c5,Safe Horizon - Brooklyn Criminal Court,Safe Horizon - Brooklyn Criminal Court,"120 Schermerhorn Street, 12 Floor",Brooklyn,11201,Yes,1-718-834-7476,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/criminal-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Brooklyn,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.690074,-73.988923,2,33,43,3000534,3001690017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
b1511ed2-d63f-4a46-b5da-b14201bba568,Safe Horizon - Bronx Supervised Visitation Program,Safe Horizon - Bronx Supervised Visitation Program,900 Sheridan Avenue,Bronx,10451,Yes,1-718-590-2371,,1-806-604-5350,https://www.safehorizon.org/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,,Bronx,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Other,Court Referred Supervised Visits,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Emergency Assistance/Transportation;Other,Supervised visits and exchanges,40.826873,-73.920872,4,16,18302,2002704,2024540001,East Concourse-Concourse Village
6454d6f2-4662-43e9-8e9c-d4a640b3ca40,Safe Horizon - Bronx Family Court,Safe Horizon - Bronx Family Court,"900 Sheridan Avenue, 6 Floor",Bronx,10451,Yes,1-718-590-2371,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/family-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Bronx,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.826873,-73.920872,4,16,18302,2002704,2024540001,East Concourse-Concourse Village
865d75bd-f4af-4d65-8d89-e9595a8cc277,Safe Horizon - Bronx Child Advocacy Center,Safe Horizon - Bronx Child Advocacy Center,"1775 Grand Concourse, 5 Floor",Bronx,10453,Yes,1-929-265-3600,,1-806-604-5350,https://www.safehorizon.org/child-advocacy-center/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:00 AM - 9:00 PM,Bronx,Yes,English;Hindi;Spanish;Other,Italian,Yes,No,Other,Child Survivors of Physical Abuse; Child Survivors of Sexual Abuse,Community Education;Crisis Counseling;Other,"Referrals only from Administration for Children Services, the District Attorney's Office, and New York City Police Department. No self-referrals.",40.846089,-73.909879,5,14,22701,2007858,2028227501,Mount Hope
76d626de-211d-4621-b2cf-829273d52ec5,Safe Horizon - Anti-Trafficking Program,Safe Horizon - Anti-Trafficking Program,"50 Court Street, 8 Floor",Brooklyn,11201,Yes,1-718-943-8631,,1-806-604-5350,https://www.safehorizon.org/get-help/human-trafficking/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn;Bronx;Manhattan;Queens;Staten Island,Yes,American Sign Language (ASL);English;Spanish;Other,Tagalog,Yes,No,Immigrants;Trafficking Survivors,,Community Education;Court/Police Accompaniment;Crisis Counseling;Emergency Assistance/Transportation;Sexual Assault Services;Trafficking Victim Services;Shelter Assistance/Housing Assistance,,40.692314,-73.9911,2,33,9,3002549,3002650043,Brooklyn Heights-Cobble Hill
4358f758-4f0d-47d5-af7d-5de2153cdf81,Safe Horizon - 9th Precinct Domestic Violence Victim Advocate,Safe Horizon - 9th Precinct Domestic Violence Victim Advocate,312 East 5 Street,Manhattan,10003,Yes,1-212-477-8609,,1-866-604-5350,https://www.safehorizon.org/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Manhattan,Yes,English;French;Haitian Creole;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.726535,-73.98843,3,2,38,1000000,1004460013,East Village
b223675a-3817-4b0a-b3e8-84990d7bca79,Safe Horizon - 9th Precinct Crime Victim Assistance Program (CVAP),Safe Horizon - 9th Precinct Crime Victim Assistance Program (CVAP),321 East 5 Street,Manhattan,10003,Yes,1-212-477-8609,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 12:00 PM - 8:00 PM,Manhattan,Yes,English;French;Haitian Creole;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.726494,-73.988282,3,2,38,1006254,1004470047,East Village
f01cf813-273b-44f8-9d14-fbdfbf56e15f,Safe Horizon - 90th Precinct Domestic Violence Victim Advocate,Safe Horizon - 90th Precinct Domestic Violence Victim Advocate,211 Union Avenue,Brooklyn,11211,Yes,1-718-782-1413,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 12:00 PM - 8:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.70654,-73.950399,1,34,527,3063633,3024650100,North Side-South Side
0f705d94-8659-4324-9408-0acf53bca99a,Safe Horizon - 88th Precinct Domestic Violence Victim Advocate,Safe Horizon - 88th Precinct Domestic Violence Victim Advocate,298 Classon Avenue,Brooklyn,11205,Yes,1-718-636-3084,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 12:00 PM - 8:00 PM,Brooklyn,Yes,English;Haitian Creole,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.690304,-73.960295,2,35,193,3055379,3019330121,Clinton Hill
ad6ef85b-f761-4a95-abf8-07d42fb0a5f0,Safe Horizon - 81st Precinct Domestic Violence Victim Advocate,Safe Horizon - 81st Precinct Domestic Violence Victim Advocate,30 Ralph Avenue,Brooklyn,11221,Yes,1-718-574-6336,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.689456,-73.924024,3,41,387,3044596,3016330039,Stuyvesant Heights
13b56f6c-2ac7-457f-8d07-2a3510952f44,Safe Horizon - 7th Precinct Domestic Violence Victim Advocate,Safe Horizon - 7th Precinct Domestic Violence Victim Advocate,19 1/2 Pitt Street,Manhattan,10002,Yes,1-212-477-2385,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Manhattan,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,,,,,,,,
1b8553b3-6ae3-4f27-a635-4c39aed6a48d,Safe Horizon - 78th Precinct Domestic Violence Victim Advocate,Safe Horizon - 78th Precinct Domestic Violence Victim Advocate,65 6 Avenue,Brooklyn,11217,Yes,1-718-623-4184,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 12:00 PM - 8:00 PM,Brooklyn,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.680778,-73.974474,6,35,161,,,Prospect Heights
3985f5a3-6faa-4477-b0ac-2cf698e6e684,Safe Horizon - 77th Precinct Domestic Violence Victim Advocate,Safe Horizon - 77th Precinct Domestic Violence Victim Advocate,127 Utica Avenue,Brooklyn,11213,Yes,1-646-210-3254,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.674488,-73.93057,8,36,307,3035883,3013550001,Crown Heights North
2f25bc85-dc34-4e71-89d9-24ae4173a087,Safe Horizon - 72nd Precinct Domestic Violence Victim Advocate,Safe Horizon - 72nd Precinct Domestic Violence Victim Advocate,830 4 Avenue,Brooklyn,11232,Yes,1-718-965-6310,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 12:00 PM - 8:00 PM,Brooklyn,Yes,American Sign Language (ASL);English;Korean;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.65815,-74.00044,7,38,101,3009843,3006680029,Sunset Park West
33396eb3-859f-48fd-863b-142b5b68db96,Safe Horizon - 71st Precinct Domestic Violence Victim Advocate,Safe Horizon - 71st Precinct Domestic Violence Victim Advocate,421 Empire Boulevard,Brooklyn,11225,Yes,1-718-735-5776,,1-806-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Brooklyn,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.664113,-73.947763,9,35,331,3034563,3013100001,Crown Heights South
98b3129c-c9fc-4e8b-9c85-ddafe1efe144,Safe Horizon - 70th Precinct Domestic Violence Victim Advocate,Safe Horizon - 70th Precinct Domestic Violence Victim Advocate,154 Lawrence Avenue,Brooklyn,11230,Yes,1-929-420-1802,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.630592,-73.973704,14,44,480,3127902,3054230021,Flatbush
5858ae45-6254-4eb0-94d5-46cf7b8876f2,Safe Horizon - 69th Precinct Domestic Violence Victim Advocate,Safe Horizon - 69th Precinct Domestic Violence Victim Advocate,9720 Foster Avenue,Brooklyn,11236,Yes,1-718-257-6275,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Brooklyn,Yes,English,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.648606,-73.905256,18,42,1098,3229075,3081470026,East New York
368dae3a-1407-4101-bf6f-0af982b1b949,Safe Horizon - 68th Precinct Domestic Violence Victim Advocate,Safe Horizon - 68th Precinct Domestic Violence Victim Advocate,333 65 Avenue,Brooklyn,11220,Yes,1-718-439-4021,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Brooklyn,Yes,Arabic;English,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,,,,,,,,
9d5d6fa3-ac29-437d-a667-591cb93dd126,Safe Horizon - 66th Precinct Domestic Violence Victim Advocate,Safe Horizon - 66th Precinct Domestic Violence Victim Advocate,5822 16 Avenue,Brooklyn,11204,Yes,1-718-851-2130,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 PM - 4:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.62583,-73.990943,12,44,242,3397270,3055020043,Borough Park
b97b9fc1-8fd5-489b-abf2-fd7dba75bcae,Safe Horizon - 63rd Precinct Domestic Violence Victim Advocate,Safe Horizon - 63rd Precinct Domestic Violence Victim Advocate,1844 Brooklyn Avenue,Brooklyn,11210,Yes,1-718-377-2089,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 12:00 PM - 8:00 PM,Brooklyn,Yes,English;French;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.628162,-73.941357,18,45,740,3207376,3075990067,Flatlands
68011bf0-72ea-4254-8335-6d8c561d7dff,Safe Horizon - 62nd Precinct Domestic Violence Victim Advocate,Safe Horizon - 62nd Precinct Domestic Violence Victim Advocate,1925 Bath Avenue,Brooklyn,11214,Yes,1-929-420-1810,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Brooklyn,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.602329,-74.00318,11,43,282,3167815,3064060045,Bath Beach
4a3f8557-4e27-44b3-91ef-9b6ef61c30cf,Safe Horizon - 61st Precinct Domestic Violence Victim Advocate,Safe Horizon - 61st Precinct Domestic Violence Victim Advocate,2575 Coney Island Avenue,Brooklyn,11223,Yes,1-718-339-2612,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon. through Fri. 8:00 AM - 4:00 PM,Brooklyn,Yes,English;French;Haitian Creole;Korean;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.594011,-73.960853,15,48,584,3200556,3073710052,Homecrest
40300b79-aaa2-4302-8086-07553135077f,Safe Horizon - 52nd Precinct Domestic Violence Victim Advocate,Safe Horizon - 52nd Precinct Domestic Violence Advocate,3016 Webster Avenue,Bronx,10467,Yes,1-718-220-7170,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Bronx,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.869473,-73.879834,7,11,425,2017718,2033250005,Norwood
